collection;deck;question;correct_answer;wrong_answer_1;wrong_answer_2;wrong_answer_3;hint;explanation;level;difficulty;tags;source;cloze_text;accepted_answers;cloze_answers;cloze_word_bank
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que vaut une clause interdisant toute copie, observation ou décompilation du logiciel ?;Elle est nulle pour les exceptions impératives;Elle est toujours valable;Elle transforme le logiciel en brevet;Elle supprime le droit d'auteur;Revois les exceptions prévues pour l'utilisateur légitime.;La clause est nulle et non avenue pour les trois exceptions impératives. L'utilisateur conserve donc ces droits malgré une clause contraire.;3;avancé;clause|nullite;2.2 - Droit d'auteur - Exceptions aux droits patrimoniaux;Une clause contraire aux exceptions impératives est {{nulle et non avenue}}.;nulle|nulle et non avenue|invalide;nulle et non avenue;nulle et non avenue|Elle est toujours valable|Elle transforme le logiciel en brevet|Elle supprime le droit d'auteur
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Le code source est-il protégé par droit d'auteur ?;Oui;Non;Seulement s'il est breveté;Seulement s'il est imprimé;-;Le document rappelle que le code source est protégé par droit d'auteur. Sa vente ou son accès ne se déduisent pas automatiquement de la vente du logiciel.;1;facile;code-source|protection;2.2 - Droit d'auteur - Accès aux codes sources;Le code source est {{protégé par droit d'auteur}}.;oui|protégé par droit d'auteur;protégé par droit d'auteur;protégé par droit d'auteur|Non|Seulement s'il est breveté|Seulement s'il est imprimé
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);La vente d'un logiciel implique-t-elle automatiquement la cession du code source ?;Non;Oui, toujours;Oui, si le logiciel est standard;Oui, si le client est une PME;-;Même si le logiciel est vendu, cela n'implique pas automatiquement une cession des droits sur le code source. Une clause claire est nécessaire.;1;facile;code-source|cession;2.2 - Droit d'auteur - Accès aux codes sources;La vente du logiciel {{n'implique pas automatiquement}} la cession du code source.;non|n'implique pas automatiquement;n'implique pas automatiquement;n'implique pas automatiquement|Oui, toujours|Oui, si le logiciel est standard|Oui, si le client est une PME
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que faut-il pour transférer les droits patrimoniaux sur le code source ?;Une cession écrite et explicite;Une simple facture;Une utilisation pendant 20 ans;Une copie de sauvegarde;Revois les situations où l'accès au code devient utile.;Le document précise qu'une cession écrite et explicite est nécessaire pour transférer les droits sur le code source. Une cession générale ne suffit que si elle le prévoit.;2;moyen;cession|contrat;2.2 - Droit d'auteur - Accès aux codes sources;Le transfert exige {{une cession écrite et explicite}}.;cession écrite et explicite|cession écrite;une cession écrite et explicite;une cession écrite et explicite|Une simple facture|Une utilisation pendant 20 ans|Une copie de sauvegarde
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Par quels moyens un client peut-il obtenir un accès au code source ?;Clause contractuelle, escrow agreement ou nécessité pour maintenance en cas de manquement du prestataire;Simple achat du logiciel;Publication sur GitHub;Première vente hors UE;Revois les situations où l'accès au code devient utile.;Le client peut obtenir un droit d'accès par clause spécifique, par escrow agreement ou lorsque l'accès est nécessaire à la maintenance et que le prestataire n'exécute pas ses obligations.;3;avancé;code-source|escrow|maintenance;2.2 - Droit d'auteur - Accès aux codes sources;L'accès peut venir d'une {{clause contractuelle, d'un escrow ou d'une nécessité de maintenance}}.;clause contractuelle|escrow|maintenance;clause contractuelle, d'un escrow ou d'une nécessité de maintenance;clause contractuelle, d'un escrow ou d'une nécessité de maintenance|Simple achat du logiciel|Publication sur GitHub|Première vente hors UE
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Qu'est-ce qu'un escrow agreement ?;Un dépôt du code source chez un tiers de confiance;Une licence open source obligatoire;Une procédure pénale;Une demande de brevet européen;-;L'escrow agreement consiste à déposer le code source chez un tiers de confiance. Il peut être activé notamment en cas de faillite ou de manquement du prestataire.;1;facile;escrow|tiers-confiance;2.2 - Droit d'auteur - Accès aux codes sources;Un escrow est {{un dépôt du code source chez un tiers de confiance}}.;dépôt du code source chez un tiers|tiers de confiance;un dépôt du code source chez un tiers de confiance;un dépôt du code source chez un tiers de confiance|Une licence open source obligatoire|Une procédure pénale|Une demande de brevet européen
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel critère clé détermine souvent le droit d'accès au code source ?;La distinction entre logiciel standard et logiciel spécifique;La gratuité du logiciel;La longueur du code;La nationalité du client;-;Le document présente le droit d'accès comme une question de personnalisation. La distinction centrale est celle entre logiciel standard et logiciel spécifique ou sur mesure.;1;facile;logiciel-standard|logiciel-specifique;2.2 - Droit d'auteur - Accès aux codes sources;Le critère clé est {{logiciel standard vs logiciel spécifique}}.;logiciel standard vs logiciel spécifique|standard et spécifique;logiciel standard vs logiciel spécifique;logiciel standard vs logiciel spécifique|La gratuité du logiciel|La longueur du code|La nationalité du client
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel est le principe pour un logiciel standard ?;Le client n'a aucun droit d'accès au code source;Le client a toujours un accès illimité;Le code tombe dans le domaine public;Le client devient auteur;Revois les situations où l'accès au code devient utile.;Le tableau indique qu'un logiciel standard ne donne aucun droit d'accès au code source au client. Le code reste la propriété exclusive du concepteur.;2;moyen;logiciel-standard|code-source;2.2 - Droit d'auteur - Accès aux codes sources;Pour un logiciel standard, le client n'a {{aucun droit d'accès au code source}}.;aucun droit d'accès|pas d'accès;aucun droit d'accès au code source;aucun droit d'accès au code source|Le client a toujours un accès illimité|Le code tombe dans le domaine public|Le client devient auteur
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quel est le principe pour un logiciel spécifique ?;Un droit d'accès peut être reconnu au client;Aucun accès n'est jamais possible;Le client devient toujours auteur;Le code est public;Revois les situations où l'accès au code devient utile.;Pour un logiciel spécifique ou sur mesure, un droit d'accès peut être reconnu au client. Cette reconnaissance dépend notamment du contrat, de l'implication du client et du degré de personnalisation.;2;moyen;logiciel-specifique|sur-mesure;2.2 - Droit d'auteur - Accès aux codes sources;Pour un logiciel spécifique, {{un droit d'accès peut être reconnu au client}}.;droit d'accès possible|accès possible;un droit d'accès peut être reconnu au client;un droit d'accès peut être reconnu au client|Aucun accès n'est jamais possible|Le client devient toujours auteur|Le code est public
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Selon la doctrine majoritaire, sur quoi repose le droit d'accès au code source d'un logiciel spécifique ?;L'économie générale du contrat;La première vente dans l'UE;Le droit moral de divulgation;La nouveauté du logiciel;Revois les situations où l'accès au code devient utile.;La doctrine majoritaire considère que l'accès découle de l'économie générale du contrat. Le code source devient un élément fonctionnel essentiel du logiciel conçu pour le client.;3;avancé;doctrine|contrat;2.2 - Droit d'auteur - Accès aux codes sources;Selon la doctrine, le droit d'accès découle de {{l'économie générale du contrat}}.;économie générale du contrat;l'économie générale du contrat;l'économie générale du contrat|La première vente dans l'UE|Le droit moral de divulgation|La nouveauté du logiciel
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi le code source peut-il être un accessoire nécessaire de la prestation principale ?;Parce qu'il est indispensable au logiciel opérationnel conçu pour les besoins propres du client;Parce qu'il est toujours open source;Parce qu'il remplace la documentation;Parce qu'il est plus court que le code objet;Revois les situations où l'accès au code devient utile.;Le document présente le code source comme un accessoire nécessaire de la prestation principale dans le logiciel spécifique. Sans lui, l'usage, la maintenance ou l'évolution peuvent être compromis.;3;avancé;accessoire|prestation;2.2 - Droit d'auteur - Accès aux codes sources;Le code source peut être un accessoire nécessaire car il est indispensable au {{logiciel opérationnel sur mesure}}.;logiciel opérationnel|logiciel sur mesure;logiciel opérationnel sur mesure;logiciel opérationnel sur mesure|Parce qu'il est toujours open source|Parce qu'il remplace la documentation|Parce qu'il est plus court que le code objet
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);De quoi dépend la reconnaissance judiciaire d'un droit d'accès au code source ?;De l'implication du client dans la conception et du degré de personnalisation;Du seul prix payé;Du langage utilisé;Du nombre d'utilisateurs;Revois les situations où l'accès au code devient utile.;La jurisprudence tend à reconnaître un droit d'accès proportionné à l'implication du client et au degré de personnalisation. Il ne s'agit pas d'un accès automatique dans tous les cas.;3;avancé;jurisprudence|personnalisation;2.2 - Droit d'auteur - Accès aux codes sources;La jurisprudence regarde {{l'implication du client et le degré de personnalisation}}.;implication du client|degré de personnalisation;l'implication du client et le degré de personnalisation;l'implication du client et le degré de personnalisation|Du seul prix payé|Du langage utilisé|Du nombre d'utilisateurs
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);L'accès au code source ouvre-t-il automatiquement le droit de le commercialiser ?;Non;Oui, toujours;Oui, si le logiciel est spécifique;Oui, après une vente UE;-;Le document souligne que l'accès au code source n'ouvre pas tous les droits. Il ne permet pas automatiquement de reproduire, commercialiser ou diffuser le code.;1;facile;code-source|commercialisation;2.2 - Droit d'auteur - Accès aux codes sources;L'accès au code source {{ne donne pas automatiquement}} le droit de le commercialiser.;non|ne donne pas automatiquement;ne donne pas automatiquement;ne donne pas automatiquement|Oui, toujours|Oui, si le logiciel est spécifique|Oui, après une vente UE
